Query,Output
"Summarize all work items owned by ""OwnerID"", create actionable tasks from the summary, and assign them to the current sprint.","var_1 = summarize_objects(objects=[""OwnerID""])
var_2 = create_actionable_tasks_from_text(text=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)"
"Retrieve all tasks assigned to user ""USER-789"", prioritize them, and generate a report for each task without including a summary.","var_1 = fetch_user_tasks(user_id=""USER-789"", include_completed=False)
var_2 = prioritize_objects(objects=var_1)
for loop_var in var_2:
    temp_1 = generate_report(report_type=""task"", subject_id=loop_var, include_summary=False)"
"Find similar work items to ""ISSUE-123"", summarize them, and mark each as completed.","var_1 = get_similar_work_items(work_id=""ISSUE-123"")
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
    temp_1 = estimate_work_hours(work_id=loop_var)
    temp_2 = mark_task_as_completed(task_id=loop_var)"
"Search for object by name ""UrgentIssue"", retrieve all related work items, prioritize them, and assign the top 5 to user ""SupportLead"".","var_1 = search_object_by_name(query=""UrgentIssue"")
var_2 = works_list(ticket.rev_org=[var_1])
var_3 = prioritize_objects(objects=var_2)
for loop_var in range(0,5):
    temp_1 = assign_task_to_user(task_id=var_3[loop_var], user_id=""SupportLead"")"
"For team ""TeamAlpha"", get all members' IDs, find all issues created by these members, summarize them, and assign the top 2 to the current sprint.","var_1 = find_team_members(team_id=""TeamAlpha"")
for loop_var in var_1:
    temp_1 = works_list(created_by=[loop_var], type=[""issue""])
    temp_2 = summarize_objects(objects=temp_1)
    temp_3 = prioritize_objects(objects=temp_1)
    temp_4 = get_sprint_id()
    temp_5 = add_work_items_to_sprint(work_ids=[temp_3[0],temp_3[1]], sprint_id=temp_4)"
"Extract tasks from the error log ""ErrorLogText"", summarize them, and assign each task to the user with ID ""TechSupportID"".","var_1 = create_actionable_tasks_from_text(text=""ErrorLogText"")
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
    temp_1 = assign_task_to_user(task_id=loop_var, user_id=""TechSupportID"")"
"Find all work items with type ""task"" and priority ""p1"", prioritize them, and add the top 7 to the sprint with ID ""SPRINT-654"".","var_1 = works_list(issue.priority=[""p1""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
var_3 = add_work_items_to_sprint(work_ids=var_2[0:7], sprint_id=""SPRINT-654"")"
"Retrieve all tasks assigned to ""USER-321"", prioritize them, and delete the task with the lowest priority.","var_1 = fetch_user_tasks(user_id=""USER-321"", include_completed=False)
var_2 = prioritize_objects(objects=var_1)
var_3 = delete_object_by_id(object_id=var_2[-1])"
"Find all tickets with severity ""blocker"" for part ""PART-456"", summarize them, and assign them to the sprint with ID ""SPRINT-987"".","var_1 = search_object_by_name(query=""PART-456"")
var_2 = works_list(applies_to_part=[var_1], ticket.severity=[""blocker""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-987"")"
"For user ""USER-654"", fetch all tasks including completed ones, summarize them, and create a report for each task with the type ""WeeklySummary"".","var_1 = fetch_user_tasks(user_id=""USER-654"", include_completed=True)
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
    temp_1 = generate_report(report_type=""WeeklySummary"", subject_id=loop_var, include_summary=True)"
"Extract tasks from the release notes ""ReleaseNotesText"", prioritize them, and assign the 5 tasks with the shortest estimated work hours to user ""DevOpsID"".","var_1 = create_actionable_tasks_from_text(text=""ReleaseNotesText"")
var_2 = prioritize_objects(objects=var_1)
for loop_var in range(0,5):
    temp_1 = estimate_work_hours(work_id=var_2[loop_var])
    temp_2 = assign_task_to_user(task_id=var_2[loop_var], user_id=""DevOpsID"")"
"Create tasks from the customer feedback text ""CustomerFeedbackA"" and if the user ""USER-789"" is the current user, add those tasks to the current sprint.","var_1 = who_am_i()
if(var_1 == ""USER-789""):
    temp_1 = get_sprint_id()
    temp_2 = create_actionable_tasks_from_text(text=""CustomerFeedbackA"")
    temp_3 = add_work_items_to_sprint(work_ids=temp_2, sprint_id=temp_1)"
"Prioritize work items that have a type of ""task"" and are created by ""ManagerX"", then assign the top 3 tasks to user ""USER-321"".","var_1 = search_object_by_name(query=""ManagerX"")
var_2 = works_list(created_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
for loop_var in range(0,3):
    temp_1 = assign_task_to_user(task_id=var_3[loop_var], user_id=""USER-321"")"
"Summarize all tickets with source channel ""Email"" and severity ""high"" for a report and estimate the work hours for each ticket.","var_1 = works_list(ticket.source_channel=[""Email""], ticket.severity=[""high""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
    temp_1 = estimate_work_hours(work_id=loop_var)"
"Retrieve work items with issue priority ""p1"" and owned by ""LeadDev"", add them to sprint ""SPRINT-789"" if they are not already part of a sprint.","var_1 = search_object_by_name(query=""LeadDev"")
var_2 = works_list(owned_by=[var_1], issue.priority=[""p1""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-789"")"
"For the team with ID ""TeamAlpha"", find all tasks created by these team members, summarize them, and assign the top 10 to the current sprint.","var_1 = find_team_members(team_id=""TeamAlpha"")
var_2 = works_list(created_by=var_1, type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
var_5 = get_sprint_id()
for loop_var in range(0,10):
    temp_1 = add_work_items_to_sprint(work_ids=[var_4[loop_var]], sprint_id=var_5)"
"Generate a report for all issues with severity ""blocker"" and summarize the report for management review.","var_1 = works_list(ticket.severity=[""blocker""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = generate_report(report_type=""issues"", subject_id=var_2, include_summary=True)"
"Assign all tasks from the project ""ProjectBeta"" to the user who is currently logged in using the who_am_i() function.","var_1 = who_am_i()
var_2 = search_object_by_name(query=""ProjectBeta"")
var_3 = works_list(ticket.rev_org=[var_2], type=[""task""])
for loop_var in var_3:
    temp_1 = assign_task_to_user(task_id=loop_var, user_id=var_1)"
"Find work items of type ""issue"" that need a response, prioritize them, and assign the top 5 to the current sprint.","var_1 = works_list(ticket.needs_response=True, type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
for loop_var in range(0,5):
    temp_1 = add_work_items_to_sprint(work_ids=[var_2[loop_var]], sprint_id=var_3)"
Summarize all work items for the current sprint and create a report with the summary to share with stakeholders.,"var_1 = get_sprint_id()
var_2 = works_list(stage.name=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = generate_report(report_type=""sprint_summary"", subject_id=var_1, include_summary=True)"
"Identify all tasks assigned to ""USER-234"" that are not completed, prioritize them, and reassign the top 2 tasks to ""USER-567"".","var_1 = fetch_user_tasks(user_id=""USER-234"", include_completed=False)
var_2 = prioritize_objects(objects=var_1)
for loop_var in range(0,2):
    temp_1 = assign_task_to_user(task_id=var_2[loop_var], user_id=""USER-567"")"
"Extract tasks from the internal memo ""Memo123"" and assign them to the sprint with ID ""SPRINT-321"" if the memo contains urgent items.","var_1 = create_actionable_tasks_from_text(text=""Memo123"")
if(""urgent"" in var_1):
    temp_1 = add_work_items_to_sprint(work_ids=var_1, sprint_id=""SPRINT-321"")"
"Summarize all tickets that have been created by ""UserSupportTeam"" and are of type ""ticket"", then estimate the work hours for each summarized ticket.","var_1 = search_object_by_name(query=""UserSupportTeam"")
var_2 = works_list(created_by=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
for loop_var in var_2:
    temp_1 = estimate_work_hours(work_id=loop_var)"
"Prioritize all work items that apply to part ""PART-111"" and are of type ""issue"", then add the top 3 issues to the sprint ""SPRINT-222"".","var_1 = search_object_by_name(query=""PART-111"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
for loop_var in range(0,3):
    temp_1 = add_work_items_to_sprint(work_ids=[var_3[loop_var]], sprint_id=""SPRINT-222"")"
"Retrieve all tasks that are owned by ""USER-ABC"" and have a ticket severity of ""medium"", summarize them, and generate a report for team review.","var_1 = search_object_by_name(query=""USER-ABC"")
var_2 = works_list(owned_by=[var_1], ticket.severity=[""medium""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = generate_report(report_type=""task_summary"", subject_id=var_3, include_summary=True)"
"Find all work items created by ""DevTeam5"", prioritize them, and assign the top 4 to user ""USER-XYZ"".","var_1 = search_object_by_name(query=""DevTeam5"")
var_2 = works_list(created_by=[var_1])
var_3 = prioritize_objects(objects=var_2)
for loop_var in range(0,4):
    temp_1 = assign_task_to_user(task_id=var_3[loop_var], user_id=""USER-XYZ"")"
"Summarize all work items that are at stage ""Testing"" and add them to the sprint ""SPRINT-333"" if they are critical.","var_1 = works_list(stage.name=[""Testing""])
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
    if(""critical"" in loop_var):
        temp_1 = add_work_items_to_sprint(work_ids=[loop_var], sprint_id=""SPRINT-333"")"
"Prioritize all tickets with a source channel ""SupportChat"" and assign the top 5 to the sprint ""SPRINT-444"" for immediate attention.","var_1 = works_list(ticket.source_channel=[""SupportChat""])
var_2 = prioritize_objects(objects=var_1)
for loop_var in range(0,5):
    temp_1 = add_work_items_to_sprint(work_ids=[var_2[loop_var]], sprint_id=""SPRINT-444"")"
"Find all tasks for user ""USER-999"", summarize them, and create a report that includes a summary and estimated work hours for each task.","var_1 = fetch_user_tasks(user_id=""USER-999"")
var_2 = summarize_objects(objects=var_1)
var_3 = generate_report(report_type=""user_tasks"", subject_id=var_2, include_summary=True)
for loop_var in var_1:
    temp_1 = estimate_work_hours(work_id=loop_var)"
"Create tasks from the text of the customer feedback ""CustomerFeedbackA"" and assign them to sprint ""SprintAlpha"" if the user ""USER-A"" is the creator. Otherwise, add them to sprint ""SprintBeta"".","var_1 = who_am_i()
var_2 = create_actionable_tasks_from_text(text=""CustomerFeedbackA"")
if(var_1 == ""USER-A""):
    temp_1 = create_actionable_tasks_from_text(text=""CustomerFeedbackA"")
    temp_2 = add_work_items_to_sprint(work_ids=temp_1, sprint_id=""SprintAlpha"")
else:
    temp_1 = create_actionable_tasks_from_text(text=""CustomerFeedbackA"")
    temp_2 = add_work_items_to_sprint(work_ids=temp_1, sprint_id=""SprintBeta"")"
"Retrieve all work items with type ""task"" that need a response, summarize them, and assign the first 10 to user ""USER-1"" and the rest to user ""USER-2"".","var_1 = works_list(ticket.needs_response=True, type=[""task""])
var_2 = summarize_objects(objects=var_1)
var_3 = assign_task_to_user(task_id=var_1[0:10], user_id=""USER-1"")
var_4 = assign_task_to_user(task_id=var_1[10:], user_id=""USER-2"")"
"Fetch work items created by ""USER-X"", filter by severity ""high"", and assign them to the sprint with ID ""SPRINT-001"" if any of the items are of type ""issue"".","var_1 = works_list(created_by=[""USER-X""], ticket.severity=[""high""], type=[""issue"", ""task""])
if(""issue"" in var_1):
    temp_1 = works_list(created_by=[""USER-X""], ticket.severity=[""high""], type=[""issue"", ""task""])
    temp_2 = add_work_items_to_sprint(work_ids=temp_1, sprint_id=""SPRINT-001"")"
"Summarize the tasks assigned to user ""USER-XYZ"", estimate the work hours for each task, and generate a report for user ""USER-XYZ"" with these details.","var_1 = fetch_user_tasks(user_id=""USER-XYZ"")
var_2 = summarize_objects(objects=var_1)
for loop_var in range(0,10):
    temp_1 = estimate_work_hours(work_id=var_1[loop_var])
var_3 = generate_report(report_type=""tasks"", subject_id=""USER-XYZ"")"
"Identify work items with priority ""p1"" and type ""ticket"", prioritize them, and add the first 10 to the sprint with ID ""SPRINT-ABC"".","var_1 = works_list(issue.priority=[""p1""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
var_3 = add_work_items_to_sprint(work_ids=var_2[0:10], sprint_id=""SPRINT-ABC"")"
"Extract tasks from the text ""WeeklyUpdateText"", prioritize them, and assign the top 3 to the user with ID ""USER-12345"".","for loop_var in range(0,3):
    temp_1 = create_actionable_tasks_from_text(text=""WeeklyUpdateText"")
    temp_2 = prioritize_objects(objects=temp_1)
    temp_3 = assign_task_to_user(task_id=temp_2[loop_var], user_id=""USER-12345"")"
"Find work items owned by ""USER-TEAMLEAD"", summarize them, and create a report for each item with a summary included.","var_1 = works_list(owned_by=[""USER-TEAMLEAD""])
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
    temp_1 = generate_report(report_type=""work-item"", subject_id=loop_var, include_summary=True)"
"Get the current sprint ID, find similar work items to ""WORK-ID-789"", and add them to the current sprint.","var_1 = get_sprint_id()
var_2 = get_similar_work_items(work_id=""WORK-ID-789"")
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_1)"
"Extract tasks from the text ""ReleaseNotes"", create actionable tasks, and assign them to the user who is currently logged in.","var_1 = create_actionable_tasks_from_text(text=""ReleaseNotes"")
for loop_var in var_1:
    temp_1 = who_am_i()
    temp_1 = assign_task_to_user(task_id=loop_var, user_id=temp_1)"
"Generate a report for the subject with ID ""SUBJECT-001"" of type ""activity-log"", excluding the summary, and assign a task to user ""USER-AGENT"" to review the report.","var_1 = generate_report(report_type=""activity-log"", subject_id=""SUBJECT-001"", include_summary=False)
var_2 = assign_task_to_user(task_id=var_1, user_id=""USER-AGENT"")"
"Find all work items with type ""issue"" and severity ""blocker"", prioritize them, and assign the first 5 to the current sprint.","var_1 = works_list(issue.severity=[""blocker""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2[0:5], sprint_id=var_3)"
"Fetch all tasks for user ""USER-DEV"", prioritize them, and mark the top 10 tasks as completed.","for loop_var in range(0,10):
    temp_1 = fetch_user_tasks(user_id=""USER-DEV"")
    temp_2 = prioritize_objects(objects=temp_1)
    temp_3 = mark_task_as_completed(task_id=temp_2[loop_var])"
"Search for an object by name ""ProjectDelta"", estimate the work hours required for the related work item, and generate a report including a summary.","var_1 = search_object_by_name(query=""ProjectDelta"")
var_2 = estimate_work_hours(work_id=var_1)
var_3 = generate_report(report_type=""work-item"", subject_id=var_1, include_summary=True)"
"Extract tasks from the text ""ClientMeetingSummary"", summarize them, and assign the tasks to team members of team ""TeamOmega"".","var_1 = create_actionable_tasks_from_text(text=""ClientMeetingSummary"")
var_2 = summarize_objects(objects=var_1)
var_3 = find_team_members(team_id=""TeamOmega"")
for loop_var in var_3:
    temp_1 = create_actionable_tasks_from_text(text=""ClientMeetingSummary"")
    temp_1 = assign_task_to_user(task_id=temp_1, user_id=loop_var)"
"Retrieve all user tasks for ""USER-MANAGER"", prioritize them, and assign the highest priority task to the current sprint.","var_1 = fetch_user_tasks(user_id=""USER-MANAGER"")
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=[var_2[0]], sprint_id=var_3)"
"Find similar work items to ""WORK-ID-123"", summarize them, and assign the most critical task to the user with ID ""USER-CRITICAL"".","var_1 = get_similar_work_items(work_id=""WORK-ID-123"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
var_4 = assign_task_to_user(task_id=var_3[0], user_id=""USER-CRITICAL"")"
"Extract tasks from the text ""EngineeringSpecs"", prioritize them, and add the top 5 to the sprint with ID ""SPRINT-ENGINEERING"".","var_1 = create_actionable_tasks_from_text(text=""EngineeringSpecs"")
var_2 = prioritize_objects(objects=var_1)
var_3 = add_work_items_to_sprint(work_ids=var_2[0:5], sprint_id=""SPRINT-ENGINEERING"")"
"Retrieve work items with type ""task"" and source channel ""email"", prioritize them, and assign the first 3 to user ""USER-EMAIL"".","var_1 = works_list(ticket.source_channel=[""email""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
for loop_var in range(0,3):
    temp_1 = works_list(ticket.source_channel=[""email""], type=[""task""])
    temp_2 = prioritize_objects(objects=temp_1)
    temp_3 = assign_task_to_user(task_id=temp_2[loop_var], user_id=""USER-EMAIL"")"
"Find work items for part ""PART-XYZ"", filter by priority ""p3"", summarize them, and create a task for each summary for user ""USER-PART"".","var_1 = search_object_by_name(query=""PART-XYZ"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p3""], type=[""issue"", ""ticket""])
var_3 = summarize_objects(objects=var_2)
for loop_var in var_3:
    temp_1 = create_actionable_tasks_from_text(text=loop_var)
    temp_2 = assign_task_to_user(task_id=temp_1, user_id=""USER-PART"")"
"Identify work items created by ""USER-QA"", filter by issue priority ""p0"", and assign them to the sprint with ID ""SPRINT-QA"" if any of the items are related to ""QA-Testing"".","var_1 = search_object_by_name(query=""USER-QA"")
var_2 = works_list(created_by=[var_1], issue.priority=[""p0""], type=[""issue"", ""ticket""])
if(""QA-Testing"" in var_2):
    temp_1 = search_object_by_name(query=""USER-QA"")
    temp_2 = works_list(created_by=[temp_1], issue.priority=[""p0""], type=[""issue"", ""ticket""])
    temp_3 = add_work_items_to_sprint(work_ids=temp_2, sprint_id=""SPRINT-QA"")"
"Create tasks from the client feedback text ""ClientFeedback"" and add them to sprint ""SPRINT-789"" if the user ""USER-321"" is the current user.","var_1 = who_am_i()
if(var_1==""USER-321""):
    temp_1 = create_actionable_tasks_from_text(text=""ClientFeedback"")
    temp_2 = add_work_items_to_sprint(work_ids=temp_1, sprint_id=""SPRINT-789"")"
"Retrieve work items with type ""ticket"" and severity ""high"" created by ""USER-XYZ"", summarize them, and assign to the current sprint.","var_1 = search_object_by_name(query=""USER-XYZ"")
var_2 = works_list(created_by=[var_1], ticket.severity=[""high""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)"
"Summarize all tasks assigned to ""USER-999"", prioritize them, and generate a report with the tasks.","var_1 = fetch_user_tasks(user_id=""USER-999"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
for loop_var in var_3:
    temp_1 = generate_report(report_type=""tasks"", subject_id=loop_var)"
"Find all issues with priority ""p1"" and ""p2"", summarize the list, and add the summarized text as a note to the current sprint's report.","var_1 = works_list(issue.priority=[""p1"", ""p2""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = generate_report(report_type=""sprint"", subject_id=var_3, include_summary=False)
var_5 = add_work_items_to_sprint(work_ids=[var_2], sprint_id=var_3)"
"Fetch tasks for user ""USER-1122"" that are not completed, estimate the hours for each, and mark the tasks estimated under 2 hours as completed.","var_1 = fetch_user_tasks(user_id=""USER-1122"", include_completed=False)
for loop_var in loop_var:
    temp_1 = estimate_work_hours(work_id=loop_var)
    temp_2 = mark_task_as_completed(task_id=loop_var)"
"Fetch tasks for user ""USER-1122"" that are not completed, estimate the hours for each, and mark the tasks as completed.","var_1 = search_object_by_name(query=""USER-333"")
var_2 = works_list(owned_by=[var_1], issue.priority=[""p0""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = generate_report(report_type=""issue"", subject_id=var_3)"
"Search for the object with the name ""QuarterlyReport"", estimate the work hours needed, and if it's over 10 hours, assign it to the user ""Analyst"".","var_1 = search_object_by_name(query=""QuarterlyReport"")
var_2 = estimate_work_hours(work_id=var_1)
if(var_2 > 10):
    temp_1 = search_object_by_name(query=""QuarterlyReport"")
    temp_2 = assign_task_to_user(temp_id=temp_1, user_id=""Analyst"")"
"Fetch all tasks for ""USER-777"", exclude the completed ones, prioritize the list, and assign the top 3 to ""USER-888"".","for loop_var in range(0,3):
    temp_1 = fetch_user_tasks(user_id=""USER-777"", include_completed=False)
    temp_2 = prioritize_objects(objects=temp_1)
    temp_3 = assign_task_to_user(task_id=temp_2[loop_var], user_id=""USER-888"")"
"Extract tasks from the document ""ReleaseNotes"", prioritize them, and assign the tasks with estimated hours to ""USER-555"".","var_1 = create_actionable_tasks_from_text(text=""ReleaseNotes"")
var_2 = prioritize_objects(objects=var_1)
for loop_var in var_2:
    temp_1 = estimate_work_hours(work_id=loop_var)
    temp_2 = assign_task_to_user(task_id=loop_var, user_id=""USER-555"")"
"Retrieve work items with the type ""issue"" and source channel ""email"", summarize them, and create a report for the management team.","var_1 = works_list(ticket.source_channel=[""email""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = generate_report(report_type=""management"", subject_id=var_2)"
"Get similar work items to ""ISSUE-123"", summarize the list, and mark it as completed.","var_1 = get_similar_work_items(work_id=""ISSUE-123"")
var_2 = summarize_objects(objects=var_1)
for loop_var in var_1:
        temp_1 = mark_task_as_completed(task_id=loop_var)"
"Find all tasks created by ""USER-444"" with severity ""blocker"", summarize them, and assign the summary to be reviewed by ""USER-555"".","var_1 = search_object_by_name(query=""USER-444"")
var_2 = works_list(created_by=[var_1], ticket.severity=[""blocker""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = assign_task_to_user(task_id=var_3, user_id=""USER-555"")"
"Extract tasks from the email ""UrgentUpdate"", prioritize them, and assign the top 5 to the sprint with ID ""SPRINT-321"".","for loop_var in range(0:5):
    temp_1 = create_actionable_tasks_from_text(text=""UrgentUpdate"")
    temp_2 = prioritize_objects(objects=temp_1)
    temp_3 = add_work_items_to_sprint(work_ids=temp_2[loop_var], sprint_id=""SPRINT-321"")"
"Summarize the work items for part ""PART-789"", find the most similar work item, and assign it to the user ""USER-666"".","var_1 = search_object_by_name(query=""PART-789"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_similar_work_items(work_id=var_2)
var_5 = assign_task_to_user(task_id=var_4, user_id=""USER-666"")"
"Create tasks from the text ""ProductSpecs"", prioritize them, and assign the tasks to ""USER-222"".","var_1 = create_actionable_tasks_from_text(text=""ProductSpecs"")
var_2 = prioritize_objects(objects=var_1)
for loop_var in var_2:
    temp_1 = assign_task_to_user(task_id=loop_var, user_id=""USER-222"")"
"Fetch all tasks for user ""USER-111"", prioritize them, and generate a report for the top 5 without including a summary.","var_1 = fetch_user_tasks(user_id=""USER-111"")
var_2 = prioritize_objects(objects=var_1)
for loop_var in var_2:
var_3 = generate_report(report_type=""tasks"", subject_id=loop_var, include_summary=False)"
"Retrieve all tasks with type ""task"" and priority ""p3"", summarize them, and assign the summary to the report for project ""PROJECT-ABC"".","var_1 = works_list(issue.priority=[""p3""], type=[""task""])
var_2 = summarize_objects(objects=var_1)
var_3 = search_object_by_name(query=""PROJECT-ABC"")
var_4 = assign_task_to_user(task_id=var_2, user_id=var_3)"
"Extract actionable tasks from the research notes ""ResearchData"", prioritize them, and assign the most critical task to ""USER-333"".","var_1 = create_actionable_tasks_from_text(text=""ResearchData"")
var_2 = prioritize_objects(objects=var_1)
var_3 = assign_task_to_user(task_id=var_2[0], user_id=""USER-333"")"
"Find team members of ""TeamZeta"", get work items with type ""ticket"" related to these members, summarize them, and assign the top one to ""USER-444"".","var_1 = find_team_members(team_id=""TeamZeta"")
for loop_var in var_1:
    temp_1 = works_list(owned_by=[loop_var], type=[""ticket""])
    temp_2 = summarize_objects(objects=temp_1)
    temp_3 = prioritize_objects(objects=temp_1)
    temp_4 = assign_task_to_user(task_id=temp_3[0], user_id=""USER-444"")"
